index,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,day,month,year,Revenue
941,CW Seed,ENTERTAINMENT,4.5,16372000000,13312,500000,Free,0.0,Teen,Entertainment,2018-07-18,1.16,4.4,18,7,2018,0.0
942,The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028000000,17408,5000000,Free,0.0,Teen,Entertainment,2018-07-05,4.18.1,4.1,5,7,2018,0.0
945,WWE,ENTERTAINMENT,4.5,736864000000,20480,10000000,Free,0.0,Teen,Entertainment,2018-01-19,3.17.2,4.1,19,1,2018,0.0
948,Universal Kids,ENTERTAINMENT,3.6,1968000000,21504,500000,Free,0.0,Everyone,Entertainment;Music & Video,2018-05-24,3.3.1.41,4.4,24,5,2018,0.0
949,MTV,ENTERTAINMENT,3.8,35279000000,15360,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4,8,7,2018,0.0
952,LEGO® TV,ENTERTAINMENT,3.7,17247000000,7372,1000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,4.0.2,5.0,4,8,2018,0.0
953,HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723000000,32768,10000000,Free,0.0,Teen,Entertainment,2018-07-19,16.0.0.437,4.1,19,7,2018,0.0
956,FOX,ENTERTAINMENT,3.7,197774000000,45056,10000000,Free,0.0,Mature 17+,Entertainment,2018-06-25,6.6.1,4.4,25,6,2018,0.0
957,Telemundo Now,ENTERTAINMENT,3.9,8674000000,19456,1000000,Free,0.0,Teen,Entertainment,2018-05-25,3.3.1.42,4.4,25,5,2018,0.0
973,Redbox,ENTERTAINMENT,4.1,115033000000,30720,10000000,Free,0.0,Everyone,Entertainment,2018-07-02,7.5.0,5.0,2,7,2018,0.0
976,Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801000000,58368,100000,Free,0.0,Teen,Entertainment,2018-03-21,4.003.1,4.3,21,3,2018,0.0
986,Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968000000,35840,1000000,Free,0.0,Everyone,Entertainment;Music & Video,2018-01-23,1.0.20,4.4,23,1,2018,0.0
987,Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303000000,45056,10000,Free,0.0,Teen,Entertainment,2017-12-14,1.2.3,4.2,14,12,2017,0.0
990,Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856000000,20480,100000,Free,0.0,Teen,Entertainment,2018-08-01,1.6.1,6.0,1,8,2018,0.0
991,ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725000000,19456,5000000,Free,0.0,Everyone,Entertainment,2018-05-25,1.0.64,4.0,25,5,2018,0.0
994,Hamilton — The Official App,ENTERTAINMENT,4.5,1575000000,44032,100000,Free,0.0,Everyone,Entertainment,2018-07-13,2.3.2,5.0,13,7,2018,0.0
997,Funny Quotes Free,ENTERTAINMENT,4.2,23666000000,3686,1000000,Free,0.0,Teen,Entertainment,2018-05-04,8.1,4.0,4,5,2018,0.0
998,LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554000000,7884,1000000,Free,0.0,Teen,Entertainment,2015-09-15,4.0,2.3,15,9,2015,0.0
999,Meme Creator,ENTERTAINMENT,4.2,38769000000,45056,1000000,Free,0.0,Mature 17+,Entertainment,2015-09-22,7.2.3,2.3,22,9,2015,0.0
1000,"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,4.3,160164000000,12288,10000000,Free,0.0,Teen,Entertainment,2018-08-01,4.2.0.8447,5.0,1,8,2018,0.0
1001,Meme Generator,ENTERTAINMENT,4.6,3771000000,54272,100000,Paid,2.99,Mature 17+,Entertainment,2018-08-03,4.426,4.1,3,8,2018,299000.0
1002,SketchBook - draw and paint,ENTERTAINMENT,4.3,256664000000,78848,10000000,Free,0.0,Everyone,Entertainment,2018-05-04,4.1.7,4.0,4,5,2018,0.0
1004,All Events in City,EVENTS,4.0,3782000000,9728,100000,Free,0.0,Everyone,Events,2018-06-12,8.4,4.0,12,6,2018,0.0
1006,Reminder,EVENTS,4.5,7074000000,6451,500000,Free,0.0,Everyone,Events,2018-06-25,1.57,4.1,25,6,2018,0.0
1007,Birdays - Birthday reminder,EVENTS,4.5,2153000000,6041,50000,Free,0.0,Everyone,Events,2017-12-14,1.5.0,4.1,14,12,2017,0.0
1009,Fever,EVENTS,4.0,20611000000,12288,1000000,Free,0.0,Teen,Events,2018-07-18,4.3.6,4.1,18,7,2018,0.0
1010,DroidAdmin for Android - Advice,EVENTS,4.2,811000000,2867,10000,Free,0.0,Everyone,Events,2018-05-29,3.8,4.0,29,5,2018,0.0
1011,"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,4.4,15558000000,26624,1000000,Free,0.0,Everyone,Events,2018-08-03,2018.07.31229,5.0,3,8,2018,0.0
1012,my4D,EVENTS,4.6,573000000,8908,100000,Free,0.0,Everyone,Events,2018-07-12,1.40,4.2,12,7,2018,0.0
1013,VAN NIAN 2018 - Vietnamese Calendar,EVENTS,,37000000,16384,10000,Free,0.0,Everyone,Events,2017-11-27,1.0,4.0,27,11,2017,0.0
1014,Vivid Seats – Event Tickets,EVENTS,4.6,8232000000,54272,1000000,Free,0.0,Everyone,Events,2018-07-31,Varies with device,5.0,31,7,2018,0.0
1016,LBB - Find New & Unique Things To Do Around You,EVENTS,4.6,3874000000,14336,100000,Free,0.0,Everyone,Events,2018-07-27,4.0.19,4.2,27,7,2018,0.0
1017,Happy Birthday Songs Offline,EVENTS,4.4,464000000,9113,100000,Free,0.0,Everyone,Events,2017-12-04,1.3,4.1,4,12,2017,0.0
1018,Series Valley of the Wolves full of part,EVENTS,4.6,731000000,11264,50000,Free,0.0,Everyone,Events,2017-12-24,2.0,4.0,24,12,2017,0.0
1019,Mummatikabalkuragi,EVENTS,4.9,69000000,334,1000,Free,0.0,Teen,Events,2018-07-22,1.0,4.0,22,7,2018,0.0
1020,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800000000,24576,1000000,Free,0.0,Everyone,Events,2018-07-17,11.1.1,5.0,17,7,2018,0.0
1021,"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4.6,99000000,13312,10000,Free,0.0,Everyone,Events,2018-07-06,1.1,4.2,6,7,2018,0.0
1023,Birthdays & Other Events,EVENTS,4.3,456000000,2867,50000,Free,0.0,Everyone,Events,2018-06-21,1.75,2.3,21,6,2018,0.0
1024,Sarajevo Film Festival - Official,EVENTS,,6000000,9932,100,Free,0.0,Everyone 10+,Events,2018-07-31,2.0.1,4.4,31,7,2018,0.0
1025,Summer Madness,EVENTS,,4000000,1433,100,Free,0.0,Everyone,Events,2018-07-26,1.107,4.0,26,7,2018,0.0
1027,vide-greniers.org,EVENTS,4.3,5839000000,3584,100000,Free,0.0,Everyone,Events,2016-11-08,16.11.8,2.3,8,11,2016,0.0
1028,SUMMER SONIC app,EVENTS,5.0,4000000,62464,500,Free,0.0,Everyone,Events,2018-07-24,1.0,4.4,24,7,2018,0.0
1029,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663000000,6144,100000,Free,0.0,Everyone,Events,2017-10-14,1.1.3,4.1,14,10,2017,0.0
1030,Prosperity,EVENTS,5.0,16000000,2355,100,Free,0.0,Everyone,Events,2018-07-09,1.14,2.0,9,7,2018,0.0
1031,Picktrainer: India's largest photo contest app,EVENTS,4.5,1065000000,9216,100000,Free,0.0,Everyone,Events,2018-05-31,1.3.2,4.1,31,5,2018,0.0
1032,AAS-IN-ASIA 2018,EVENTS,,3000000,11264,100,Free,0.0,Everyone,Events,2018-07-04,1.1.9,4.1,4,7,2018,0.0
1033,Moot Peru 2018,EVENTS,,13000000,27648,1000,Free,0.0,Everyone,Events,2018-06-28,1.0,3.0,28,6,2018,0.0
1034,FM News,EVENTS,,46000000,3686,5000,Free,0.0,Everyone,Events,2018-07-04,1.4,4.2,4,7,2018,0.0
1036,Emmabodafestivalen,EVENTS,4.8,12000000,29696,1000,Free,0.0,Everyone 10+,Events,2018-06-28,42.0,4.2,28,6,2018,0.0
1037,KudaGo - things to do in NY,EVENTS,4.4,4298000000,4505,100000,Free,0.0,Everyone,Events,2017-04-27,2.2.2,4.0,27,4,2017,0.0
1038,Mindvalley U Tallinn 2018,EVENTS,5.0,1000000,21504,100,Free,0.0,Everyone,Events,2018-07-03,1.0.5,4.4,3,7,2018,0.0
1039,Rockmaraton Info,EVENTS,,49000000,13312,1000,Free,0.0,Everyone,Events,2018-07-08,18.4,4.4,8,7,2018,0.0
1040,Freitas Auctioneer Official,EVENTS,3.7,100000000,27648,50000,Free,0.0,Everyone,Events,2017-12-15,1.0.11,4.0,15,12,2017,0.0
1041,mobLee Events,EVENTS,,11000000,11264,5000,Free,0.0,Everyone,Events,2018-05-30,3.05.30.16,4.1,30,5,2018,0.0
1042,"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4.1,399000000,24576,100000,Free,0.0,Everyone,Events,2018-08-03,Cannonau 3.11.11,5.0,3,8,2018,0.0
1043,AMM Events & CPD,EVENTS,,5000000,6246,100,Free,0.0,Everyone,Events,2018-08-04,1.0.5,4.3,4,8,2018,0.0
1044,Arab Halls - For Wedding & Events,EVENTS,4.8,28000000,6451,1000,Free,0.0,Everyone,Events,2018-05-20,8.0bld14,4.1,20,5,2018,0.0
1045,MeAuDote - An act of love that saves a life,EVENTS,,250000000,23552,1000,Free,0.0,Everyone,Events,2018-06-22,1.0.11,4.1,22,6,2018,0.0
1046,TCF National Conference,EVENTS,,1000000,34816,100,Free,0.0,Everyone,Events,2018-07-11,1.0,4.1,11,7,2018,0.0
1047,Endurance Lifestyle,EVENTS,4.6,7000000,3891,500,Free,0.0,Teen,Events,2017-07-10,2.1,4.2,10,7,2017,0.0
1050,Citibanamex Movil,FINANCE,3.6,52306000000,43008,5000000,Free,0.0,Everyone,Finance,2018-07-27,20.1.0,5.0,27,7,2018,0.0
1052,KTB Netbank,FINANCE,3.8,42644000000,19456,5000000,Free,0.0,Everyone,Finance,2018-06-28,8.18,4.2,28,6,2018,0.0
1053,Mobile Bancomer,FINANCE,4.2,278082000000,71680,10000000,Free,0.0,Everyone,Finance,2018-07-30,10.78,4.0,30,7,2018,0.0
1054,Nedbank Money,FINANCE,4.2,6076000000,32768,500000,Free,0.0,Everyone,Finance,2018-07-28,4.1.1-0-prod,4.2,28,7,2018,0.0
1055,SCB EASY,FINANCE,4.2,112656000000,95232,5000000,Free,0.0,Everyone,Finance,2018-07-19,3.9.0,4.1,19,7,2018,0.0
1059,Itau bank,FINANCE,4.2,957973000000,40960,10000000,Free,0.0,Everyone,Finance,2018-07-30,6.5.7,4.2,30,7,2018,0.0
1062,IKO,FINANCE,4.7,167168000000,20480,1000000,Free,0.0,Everyone,Finance,2018-07-04,3.115.27,4.1,4,7,2018,0.0
1063,Cash App,FINANCE,4.0,34428000000,15360,10000000,Free,0.0,Everyone,Finance,2018-08-02,2.31.1,5.0,2,8,2018,0.0
1064,Standard Bank / Stanbic Bank,FINANCE,3.6,15247000000,28672,1000000,Free,0.0,Everyone,Finance,2018-07-13,3.0.5,4.0,13,7,2018,0.0
1065,Bualuang mBanking,FINANCE,4.0,48445000000,10240,5000000,Free,0.0,Everyone,Finance,2018-07-16,2.6.0,4.0,16,7,2018,0.0
1069,MyMo by GSB,FINANCE,4.2,21996000000,14336,1000000,Free,0.0,Everyone,Finance,2018-07-19,1.17.2,4.0,19,7,2018,0.0
1071,Ecobank Mobile Banking,FINANCE,4.0,12073000000,43008,1000000,Free,0.0,Everyone,Finance,2018-05-25,3.3,4.2,25,5,2018,0.0
1072,Banorte Movil,FINANCE,4.1,111632000000,66560,1000000,Free,0.0,Everyone,Finance,2018-06-09,5.10.1.40699,4.4,9,6,2018,0.0
1073,Wells Fargo Mobile,FINANCE,4.4,250706000000,37888,10000000,Free,0.0,Everyone,Finance,2018-07-31,6.8.0.109,5.0,31,7,2018,0.0
1075,BZWBK24 mobile,FINANCE,4.5,64959000000,39936,1000000,Free,0.0,Everyone,Finance,2018-06-18,5.0.1,4.1,18,6,2018,0.0
1076,PayPal,FINANCE,4.3,659741000000,48128,50000000,Free,0.0,Everyone,Finance,2018-07-18,6.28.0,4.4,18,7,2018,0.0
1077,Capital One® Mobile,FINANCE,4.6,510392000000,80896,10000000,Free,0.0,Everyone,Finance,2018-08-01,5.38.1,5.0,1,8,2018,0.0
1078,Zenith Bank Mobile App,FINANCE,4.3,7215000000,18432,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.7.4,4.0,23,7,2018,0.0
1080,Post Bank,FINANCE,4.5,60449000000,102400,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.9.12,4.0,23,7,2018,0.0
1081,İşCep,FINANCE,4.5,381788000000,32768,10000000,Free,0.0,Everyone,Finance,2018-08-02,3.22.0,4.1,2,8,2018,0.0
1082,People's Bank,FINANCE,3.6,10697000000,47104,1000000,Free,0.0,Everyone,Finance,2018-07-18,3.22.1,4.1,18,7,2018,0.0
1084,Transfer,FINANCE,4.1,31804000000,10035,5000000,Free,0.0,Everyone,Finance,2018-07-27,3.1.6.12,4.0,27,7,2018,0.0
1085,T-Mobile in,FINANCE,3.5,3856000000,8396,1000000,Free,0.0,Everyone,Finance,2018-07-31,3.2.1,4.4,31,7,2018,0.0
1088,Bank of Brazil,FINANCE,4.5,1336246000000,39936,10000000,Free,0.0,Everyone,Finance,2018-08-03,6.39.1.4,4.1,3,8,2018,0.0
1089,WiseBanyan - Invest For Free,FINANCE,4.2,257000000,45056,10000,Free,0.0,Everyone,Finance,2018-07-31,2.2.12,4.4,31,7,2018,0.0
1091,Wells Fargo Daily Change,FINANCE,4.2,283000000,5120,100000,Free,0.0,Everyone,Finance,2018-04-26,2.5.0.26,5.0,26,4,2018,0.0
1092,"Even - organize your money, get paid early",FINANCE,4.8,12304000000,21504,100000,Free,0.0,Everyone,Finance,2018-08-02,6.0.16,5.0,2,8,2018,0.0
1093,Digit Save Money Automatically,FINANCE,4.5,8188000000,22528,100000,Free,0.0,Everyone,Finance,2018-07-31,2.29.01,4.1,31,7,2018,0.0
1094,Stash: Invest. Learn. Save.,FINANCE,4.2,11919000000,23552,1000000,Free,0.0,Everyone,Finance,2018-07-27,1.13.2.11,4.4,27,7,2018,0.0
1098,Expense IQ Money Manager,FINANCE,4.4,21570000000,27648,1000000,Free,0.0,Everyone,Finance,2018-06-19,2.0.4,4.0,19,6,2018,0.0
1101,"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961000000,32768,500000,Free,0.0,Everyone,Finance,2018-08-04,2.12.100,4.1,4,8,2018,0.0
1102,Monefy - Money Manager,FINANCE,4.6,111254000000,7577,1000000,Free,0.0,Everyone,Finance,2018-07-03,1.8.9,4.0,3,7,2018,0.0
1103,Simple - Better Banking,FINANCE,4.4,7731000000,24576,100000,Free,0.0,Everyone,Finance,2018-08-02,2.53.2,5.0,2,8,2018,0.0
1104,Chime - Mobile Banking,FINANCE,4.3,5928000000,22528,500000,Free,0.0,Everyone,Finance,2018-07-22,5.1.1,5.0,22,7,2018,0.0
1106,Walmart MoneyCard,FINANCE,4.2,6148000000,10240,1000000,Free,0.0,Everyone,Finance,2018-06-01,1.14.1,4.1,1,6,2018,0.0
1107,Moven - Smart Finances,FINANCE,3.8,861000000,17408,100000,Free,0.0,Everyone,Finance,2018-05-29,3.3.9,4.4,29,5,2018,0.0
1108,Qapital - Save Small. Live Large,FINANCE,4.5,8662000000,38912,100000,Free,0.0,Everyone,Finance,2018-07-20,2.5.7,4.4,20,7,2018,0.0
1109,Experian - Free Credit Report,FINANCE,4.6,23130000000,47104,1000000,Free,0.0,Everyone,Finance,2018-07-12,2.1.4,4.2,12,7,2018,0.0
1110,Branch,FINANCE,4.6,69973000000,3891,1000000,Free,0.0,Everyone,Finance,2018-07-23,1.17.1,4.0,23,7,2018,0.0
1111,"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311000000,9523,50000,Free,0.0,Everyone,Finance,2018-06-19,1.4.11,4.4,19,6,2018,0.0
1112,CreditWise from Capital One,FINANCE,4.6,26587000000,8601,1000000,Free,0.0,Everyone,Finance,2018-07-19,1.18.0,4.4,19,7,2018,0.0
1113,"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417000000,28672,100000,Free,0.0,Everyone,Finance,2018-08-03,3.5.0,4.4,3,8,2018,0.0
1115,my face,FINANCE,3.8,1054000000,9932,100000,Free,0.0,Everyone,Finance,2018-07-10,2.3.0,5.0,10,7,2018,0.0
1116,Credit Sesame,FINANCE,4.3,25166000000,11264,1000000,Free,0.0,Everyone,Finance,2018-07-25,3.1.16,4.1,25,7,2018,0.0
1118,Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870000000,7577,1000000,Free,0.0,Everyone,Finance,2018-07-24,2.9.5,4.0,24,7,2018,0.0
1119,"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4.6,3596000000,19456,100000,Free,0.0,Everyone,Finance,2018-07-20,16.6,6.0,20,7,2018,0.0
1120,Mobills: Budget Planner,FINANCE,4.6,161440000000,16384,1000000,Free,0.0,Everyone,Finance,2018-08-03,3.2.18.07.30,4.0,3,8,2018,0.0
1121,Everlance: Free Mileage Log,FINANCE,4.7,7514000000,14336,100000,Free,0.0,Everyone,Finance,2018-07-31,1.9.9.9.3,4.4,31,7,2018,0.0
1122,MileIQ - Free Mileage Tracker for Business,FINANCE,4.5,46106000000,22528,1000000,Free,0.0,Everyone,Finance,2018-07-31,1.28.0.5402,4.4,31,7,2018,0.0
1123,QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,4.4,15141000000,25600,1000000,Free,0.0,Everyone,Finance,2018-07-24,4.63,5.0,24,7,2018,0.0
1124,FREE Stock Market Trading Tips,FINANCE,3.9,714000000,3686,50000,Free,0.0,Everyone,Finance,2017-06-07,2.10.3,2.3,7,6,2017,0.0
1127,Stock Quote,FINANCE,4.1,4344000000,4608,500000,Free,0.0,Everyone,Finance,2018-07-30,3.6.2,4.0,30,7,2018,0.0
1129,Stock Trainer: Virtual Trading (Stock Markets),FINANCE,4.4,42809000000,23552,1000000,Free,0.0,Everyone,Finance,2018-07-27,3.04 - Beta,4.1,27,7,2018,0.0
1133,US Stock Market,FINANCE,4.4,1922000000,4300,100000,Free,0.0,Everyone,Finance,2018-08-01,1.28,2.3,1,8,2018,0.0
1135,E*TRADE Mobile,FINANCE,3.9,10658000000,59392,1000000,Free,0.0,Everyone,Finance,2018-08-02,6.8.2,4.4,2,8,2018,0.0
1137,MSN Money- Stock Quotes & News,FINANCE,4.5,78361000000,22528,1000000,Free,0.0,Everyone,Finance,2018-07-05,1.2.0,4.2,5,7,2018,0.0
1139,NSE Mobile Trading,FINANCE,4.1,13868000000,1433,1000000,Free,0.0,Everyone,Finance,2017-08-03,1.1.16,2.1,3,8,2017,0.0
1141,"JStock - Stock Market, Portfolio & News",FINANCE,4.6,11066000000,9318,500000,Free,0.0,Everyone,Finance,2018-07-18,1.1.39,4.0,18,7,2018,0.0
1147,Current debit card and app made for teens,FINANCE,4.3,685000000,21504,50000,Free,0.0,Everyone,Finance,2018-08-03,3.0.22,4.4,3,8,2018,0.0
1150,Betterment,FINANCE,4.4,3780000000,11264,100000,Free,0.0,Everyone,Finance,2018-08-03,6.0.6,5.0,3,8,2018,0.0
1151,Citizens Bank Mobile Banking,FINANCE,4.1,15192000000,38912,1000000,Free,0.0,Everyone,Finance,2018-05-23,4.2.1,4.1,23,5,2018,0.0
1152,GoBank,FINANCE,4.4,5950000000,12288,500000,Free,0.0,Everyone,Finance,2018-06-01,2.131,4.1,1,6,2018,0.0
1153,NetSpend Prepaid,FINANCE,4.2,15993000000,46080,1000000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4,9,5,2018,0.0
1154,BBVA Compass Banking,FINANCE,4.3,5905000000,51200,500000,Free,0.0,Everyone,Finance,2018-07-27,6.0.2,4.4,27,7,2018,0.0
1157,BankMobile Vibe App,FINANCE,4.3,14627000000,23552,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.1,4.1,9,7,2018,0.0
1158,Netspend Skylight ONE,FINANCE,3.9,1098000000,47104,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4,9,5,2018,0.0
1159,ACE Elite,FINANCE,4.1,2898000000,46080,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4,9,5,2018,0.0
1160,U.S. Bank,FINANCE,4.1,70782000000,51200,1000000,Free,0.0,Everyone,Finance,2018-07-25,2.34.29,4.0,25,7,2018,0.0
1161,Huntington Mobile,FINANCE,4.2,11264000000,24576,1000000,Free,0.0,Everyone,Finance,2018-06-26,5.2.203,4.2,26,6,2018,0.0
1162,USAA Mobile,FINANCE,4.5,100997000000,33792,5000000,Free,0.0,Everyone,Finance,2018-07-27,8.44.2,5.0,27,7,2018,0.0
1164,Associated Credit Union Mobile,FINANCE,4.7,3290000000,12288,50000,Free,0.0,Everyone,Finance,2018-05-30,5.9.1.0,5.0,30,5,2018,0.0
1165,Bank of America Mobile Banking,FINANCE,4.4,341090000000,54272,10000000,Free,0.0,Everyone,Finance,2018-07-31,7.8.8,4.4,31,7,2018,0.0
1166,USE Credit Union Mobile,FINANCE,4.6,964000000,14336,10000,Free,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0,12,6,2018,0.0
1167,Discover Mobile,FINANCE,4.6,87951000000,69632,5000000,Free,0.0,Everyone,Finance,2018-07-23,9.7.0,4.1,23,7,2018,0.0
1170,Amex Mobile,FINANCE,4.3,24729000000,32768,1000000,Free,0.0,Everyone,Finance,2018-08-03,6.7.0,5.0,3,8,2018,0.0
1171,Citi Mobile®,FINANCE,4.0,78306000000,47104,5000000,Free,0.0,Everyone,Finance,2018-07-31,9.9.0,4.4,31,7,2018,0.0
1172,Navy Federal Credit Union,FINANCE,4.4,43313000000,40960,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.16.2,4.1,9,7,2018,0.0
1173,Chase Mobile,FINANCE,4.6,1374549000000,32768,10000000,Free,0.0,Everyone,Finance,2018-07-23,3.52,5.0,23,7,2018,0.0
1175,Barclays US for Android,FINANCE,4.1,6998000000,24576,1000000,Free,0.0,Everyone,Finance,2018-08-01,6.29.37589,5.0,1,8,2018,0.0
1176,McDonald's,FOOD_AND_DRINK,3.6,145323000000,43008,10000000,Free,0.0,Everyone,Food & Drink,2018-07-31,5.15.0,4.4,31,7,2018,0.0
1177,Easy and Fast Recipes,FOOD_AND_DRINK,,95000000,12288,50000,Free,0.0,Everyone,Food & Drink,2018-01-06,3.0.1,2.3,6,1,2018,0.0
1178,Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4.1,64784000000,13312,10000000,Free,0.0,Everyone,Food & Drink,2018-08-02,18.6.0.10,5.0,2,8,2018,0.0
1179,DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOOD_AND_DRINK,4.6,32997000000,13312,1000000,Free,0.0,Everyone,Food & Drink,2018-08-04,2.2.7,4.1,4,8,2018,0.0
1180,Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,,82000000,5017,10000,Free,0.0,Everyone,Food & Drink,2018-06-23,1.1,4.1,23,6,2018,0.0
1181,Easy Recipes,FOOD_AND_DRINK,4.7,2707000000,9113,100000,Free,0.0,Everyone,Food & Drink,2018-05-15,2.12,4.0,15,5,2018,0.0
1183,Tastely,FOOD_AND_DRINK,4.7,611136000000,19456,10000000,Free,0.0,Everyone,Food & Drink,2018-07-13,3.2.0d,4.0,13,7,2018,0.0
1185,Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,4.1,2473000000,14336,500000,Free,0.0,Everyone,Food & Drink,2018-07-28,3.1.5,4.4,28,7,2018,0.0
1186,McDonald's - McDonald's Japan,FOOD_AND_DRINK,3.4,109784000000,65536,10000000,Free,0.0,Everyone,Food & Drink,2018-08-03,4.0.30,4.0,3,8,2018,0.0
1187,Debonairs Pizza,FOOD_AND_DRINK,3.8,3320000000,8601,500000,Free,0.0,Everyone,Food & Drink,2018-08-04,1.9.117,4.0,4,8,2018,0.0
1188,Popeyes® App,FOOD_AND_DRINK,3.7,61000000,11264,50000,Free,0.0,Everyone,Food & Drink,2018-07-23,1.0.2,4.1,23,7,2018,0.0
1189,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103000000,67584,1000000,Free,0.0,Everyone,Food & Drink,2018-06-20,5.0.0,4.4,20,6,2018,0.0
1191,Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3.5,10741000000,41984,1000000,Free,0.0,Everyone,Food & Drink,2018-07-23,5.2.2,4.2,23,7,2018,0.0
1192,Simple Recipes,FOOD_AND_DRINK,4.7,3803000000,15360,500000,Free,0.0,Everyone,Food & Drink,2018-02-22,1.6,4.0,22,2,2018,0.0
1193,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944000000,35840,5000000,Free,0.0,Everyone,Food & Drink,2018-08-02,7.12,5.0,2,8,2018,0.0
1194,Panera Bread,FOOD_AND_DRINK,4.2,10159000000,36864,1000000,Free,0.0,Everyone,Food & Drink,2018-07-17,4.3.3,5.0,17,7,2018,0.0
1195,Chick-fil-A,FOOD_AND_DRINK,4.3,28008000000,17408,5000000,Free,0.0,Everyone,Food & Drink,2018-08-03,6.0.1,5.0,3,8,2018,0.0
1196,hellofood - Food Delivery,FOOD_AND_DRINK,4.0,43614000000,25600,1000000,Free,0.0,Everyone,Food & Drink,2016-10-12,2.14.36,4.0,12,10,2016,0.0
1197,Starbucks,FOOD_AND_DRINK,4.5,455377000000,35840,10000000,Free,0.0,Everyone,Food & Drink,2018-08-01,4.11.1,4.4,1,8,2018,0.0
1198,Easy and quick desserts,FOOD_AND_DRINK,4.6,1398000000,10240,100000,Free,0.0,Everyone 10+,Food & Drink,2018-06-14,1.0,4.0,14,6,2018,0.0
1200,Chef - Recipes & Cooking,FOOD_AND_DRINK,4.1,32405000000,12288,5000000,Free,0.0,Everyone,Food & Drink,2018-07-03,3.3.21,4.1,3,7,2018,0.0
1202,HungerStation,FOOD_AND_DRINK,3.8,22513000000,11264,1000000,Free,0.0,Everyone,Food & Drink,2018-05-21,5.3.8,4.0,21,5,2018,0.0
1205,Dr. Oetker recipe ideas,FOOD_AND_DRINK,4.2,8509000000,17408,1000000,Free,0.0,Everyone,Food & Drink,2018-07-12,3.5.5,4.0,12,7,2018,0.0
1206,SONIC Drive-In,FOOD_AND_DRINK,4.3,19314000000,44032,1000000,Free,0.0,Everyone,Food & Drink,2018-07-31,3.3.6,4.4,31,7,2018,0.0
1207,SUBWAY®,FOOD_AND_DRINK,3.8,21314000000,41984,1000000,Free,0.0,Everyone,Food & Drink,2018-07-24,7.9.0.0,4.4,24,7,2018,0.0
1209,Dairy Queen,FOOD_AND_DRINK,3.7,731000000,44032,100000,Free,0.0,Everyone,Food & Drink,2018-07-25,2.1.0,4.1,25,7,2018,0.0
1210,9th stage,FOOD_AND_DRINK,4.5,454000000,16384,100000,Free,0.0,Everyone,Food & Drink,2018-03-28,2.0.0,4.0,28,3,2018,0.0
1211,OpenRice,FOOD_AND_DRINK,3.6,14952000000,39936,1000000,Free,0.0,Everyone,Food & Drink,2018-06-08,5.8.5,4.1,8,6,2018,0.0
1212,SarashpazPapion (Cooking with Chef Bowls),FOOD_AND_DRINK,4.8,1250000000,13312,50000,Free,0.0,Everyone,Food & Drink,2018-07-28,3.2.7,4.1,28,7,2018,0.0
1213,Little Caesars,FOOD_AND_DRINK,3.3,1726000000,30720,500000,Free,0.0,Everyone,Food & Drink,2018-07-19,4.26,4.4,19,7,2018,0.0
